DateTime,wd,ws
2025-06-04T01:30:00Z,208.53438,5.7487803
2025-06-04T01:45:00Z,214.8289,5.3126063
2025-06-04T02:00:00Z,214.99286,4.755233
2025-06-04T02:15:00Z,222.74289,5.78083
2025-06-04T02:30:00Z,220.4625,7.7009125
2025-06-04T02:45:00Z,220.73149,6.610564
2025-06-04T03:00:00Z,229.98422,6.3903565
2025-06-04T03:15:00Z,235.37637,5.3144407
2025-06-04T03:30:00Z,204.72084,5.1203103
2025-06-04T03:45:00Z,197.46803,2.7538178
2025-06-04T04:00:00Z,213.84056,4.851026
2025-06-04T04:15:00Z,221.35493,5.751953
2025-06-04T04:30:00Z,0,NaN
2025-06-04T04:45:00Z,0,NaN
2025-06-04T05:00:00Z,0,NaN
2025-06-04T05:15:00Z,199.98755,6.4618416
2025-06-04T05:30:00Z,198.98743,5.187956
2025-06-04T05:45:00Z,174.77061,3.9195595
2025-06-04T06:00:00Z,180.69221,3.233273
2025-06-04T06:15:00Z,212.86754,1.3391554
2025-06-04T06:30:00Z,314.65115,1.6872739
2025-06-04T06:45:00Z,14.365617,1.3165857
2025-06-04T07:00:00Z,33.146107,0.7032825
2025-06-04T07:15:00Z,283.57733,0.8336053
2025-06-04T07:30:00Z,346.2086,2.542586
2025-06-04T07:45:00Z,358.1457,3.3962557
2025-06-04T08:00:00Z,19.004122,3.6254158
2025-06-04T08:15:00Z,23.659025,3.1737046
2025-06-04T08:30:00Z,36.253998,2.1898434
2025-06-04T08:45:00Z,46.77864,2.371399
2025-06-04T09:00:00Z,41.868477,2.8234074
2025-06-04T09:15:00Z,43.79559,2.651095
2025-06-04T09:30:00Z,70.58836,2.7979448
2025-06-04T09:45:00Z,72.921265,2.269951
2025-06-04T10:00:00Z,22.380287,3.0486555
2025-06-04T10:15:00Z,5.128556,3.545888
2025-06-04T10:30:00Z,15.2452345,2.25574
2025-06-04T10:45:00Z,26.282225,1.8075546
2025-06-04T11:00:00Z,61.877502,1.5953963
2025-06-04T11:15:00Z,65.65657,2.2562363
2025-06-04T11:30:00Z,52.10629,2.347749
2025-06-04T11:45:00Z,48.629913,1.7001685
2025-06-04T12:00:00Z,11.417541,1.2447059
2025-06-04T12:15:00Z,29.273438,2.0451796
2025-06-04T12:30:00Z,40.81309,2.336992
2025-06-04T12:45:00Z,37.797916,2.5241416
2025-06-04T13:00:00Z,32.57353,2.8774652
2025-06-04T13:15:00Z,67.53516,4.1653867
2025-06-04T13:30:00Z,70.140114,4.6194715
2025-06-04T13:45:00Z,49.339012,4.65152
2025-06-04T14:00:00Z,40.393475,5.4168534
2025-06-04T14:15:00Z,44.74816,5.6146517
2025-06-04T14:30:00Z,31.106049,4.5225167
2025-06-04T14:45:00Z,68.137955,3.3292809
2025-06-04T15:00:00Z,80.45221,3.2233186
2025-06-04T15:15:00Z,92.13107,4.536492
2025-06-04T15:30:00Z,97.797935,4.441372
2025-06-04T15:45:00Z,102.99839,4.7177434
2025-06-04T16:00:00Z,106.00719,6.5115204
2025-06-04T16:15:00Z,104.92099,8.192727
2025-06-04T16:30:00Z,116.118675,9.594758
2025-06-04T16:45:00Z,112.942505,10.075441
2025-06-04T17:00:00Z,111.35435,10.429758
2025-06-04T17:15:00Z,103.4478,9.323525
2025-06-04T17:30:00Z,89.94767,7.2352066
2025-06-04T17:45:00Z,82.109955,6.845661
2025-06-04T18:00:00Z,142.43726,2.5158036
2025-06-04T18:15:00Z,198.10202,3.0116773
2025-06-04T18:30:00Z,203.32121,7.17202
2025-06-04T18:45:00Z,192.54216,8.158358
2025-06-04T19:00:00Z,193.89162,8.372957
2025-06-04T19:15:00Z,173.99437,6.588144
2025-06-04T19:30:00Z,174.44234,8.597086
2025-06-04T19:45:00Z,180.46986,8.271087
2025-06-04T20:00:00Z,194.51038,9.117563
2025-06-04T20:15:00Z,196.63939,9.867776
2025-06-04T20:30:00Z,197.5165,11.80658
2025-06-04T20:45:00Z,184.99384,8.180283
2025-06-04T21:00:00Z,196.85255,7.582598
2025-06-04T21:15:00Z,185.56902,5.906093
2025-06-04T21:30:00Z,188.34375,6.53156
2025-06-04T21:45:00Z,183.57692,7.1968336
2025-06-04T22:00:00Z,185.32275,5.2707415
2025-06-04T22:15:00Z,189.244,3.1590855
2025-06-04T22:30:00Z,216.12225,3.968823
2025-06-04T22:45:00Z,214.74431,5.1885824
2025-06-04T23:00:00Z,195.69069,5.4194055
2025-06-04T23:15:00Z,189.08739,4.0877237
2025-06-04T23:30:00Z,197.91144,3.3127577
2025-06-04T23:45:00Z,206.5995,4.937785
2025-06-05T00:00:00Z,196.88895,6.1430573
2025-06-05T00:15:00Z,239.59375,5.172081
2025-06-05T00:30:00Z,263.06723,4.3290825
2025-06-05T00:45:00Z,293.41757,2.8910933
2025-06-05T01:00:00Z,338.8158,1.7141656
2025-06-05T01:15:00Z,31.402206,2.216106
2025-06-05T01:30:00Z,47.131035,0.92682326
2025-06-05T01:45:00Z,0,NaN
2025-06-05T02:00:00Z,0,NaN
2025-06-05T02:15:00Z,0,NaN
2025-06-05T02:30:00Z,16.712856,2.5822628
2025-06-05T02:45:00Z,53.69982,1.9943787
2025-06-05T03:00:00Z,3.3134134,1.6925452
2025-06-05T03:15:00Z,44.71998,1.2383338
2025-06-05T03:30:00Z,358.34692,2.54598
2025-06-05T03:45:00Z,354.11853,3.258526
2025-06-05T04:00:00Z,20.789904,2.9135127
2025-06-05T04:15:00Z,23.90369,1.9592828
2025-06-05T04:30:00Z,118.82422,0.8575577
2025-06-05T04:45:00Z,83.97603,1.1345327
2025-06-05T05:00:00Z,304.46957,0.79006106
2025-06-05T05:15:00Z,350.66113,0.53241783
2025-06-05T05:30:00Z,173.71371,0.75578606
2025-06-05T05:45:00Z,299.0384,0.77386427
2025-06-05T06:00:00Z,323.09888,1.1632586
2025-06-05T06:15:00Z,334.07196,0.8614437
2025-06-05T06:30:00Z,29.21227,2.2088933
2025-06-05T06:45:00Z,19.168653,1.3650309
2025-06-05T07:00:00Z,324.7603,1.082525
2025-06-05T07:15:00Z,295.54504,1.4617243
2025-06-05T07:30:00Z,290.225,1.8788964
2025-06-05T07:45:00Z,344.1438,2.4045286
2025-06-05T08:00:00Z,356.96997,2.1688066
2025-06-05T08:15:00Z,341.50626,2.403795
2025-06-05T08:30:00Z,309.22217,2.213322
2025-06-05T08:45:00Z,296.18906,3.6113324
2025-06-05T09:00:00Z,294.02478,3.669561
2025-06-05T09:15:00Z,284.61206,3.723772
2025-06-05T09:30:00Z,269.8515,3.5784156
2025-06-05T09:45:00Z,262.42743,2.6708562
2025-06-05T10:00:00Z,301.68872,2.2520463
2025-06-05T10:15:00Z,279.22894,3.0440547
2025-06-05T10:30:00Z,238.20935,6.6140685
2025-06-05T10:45:00Z,238.74341,7.0917544
2025-06-05T11:00:00Z,237.33626,5.537006
2025-06-05T11:15:00Z,230.60196,5.8424706
2025-06-05T11:30:00Z,232.0144,5.538909
2025-06-05T11:45:00Z,237.46866,4.7955127
2025-06-05T12:00:00Z,231.45232,6.735252
2025-06-05T12:15:00Z,222.65494,6.1021676
2025-06-05T12:30:00Z,220.03702,6.035297
2025-06-05T12:45:00Z,219.27939,6.3454266
2025-06-05T13:00:00Z,220.05199,7.0231376
2025-06-05T13:15:00Z,218.83209,6.8572845
2025-06-05T13:30:00Z,223.50188,6.9402194
2025-06-05T13:45:00Z,224.17485,6.3638296
2025-06-05T14:00:00Z,223.17537,6.741044
2025-06-05T14:15:00Z,229.7392,7.31117
2025-06-05T14:30:00Z,229.91835,6.647827
2025-06-05T14:45:00Z,230.42435,6.591127
2025-06-05T15:00:00Z,231.7399,7.019077
2025-06-05T15:15:00Z,238.49687,7.001903
2025-06-05T15:30:00Z,239.84262,7.3973923
2025-06-05T15:45:00Z,243.0144,8.348188
2025-06-05T16:00:00Z,245.05539,7.671969
2025-06-05T16:15:00Z,245.68625,7.1110396
2025-06-05T16:30:00Z,239.27243,6.371412
2025-06-05T16:45:00Z,231.84917,5.4724684
2025-06-05T17:00:00Z,233.91301,6.9455914
2025-06-05T17:15:00Z,223.44258,8.426978
2025-06-05T17:30:00Z,225.09311,7.5583677
2025-06-05T17:45:00Z,214.22656,7.4858356
2025-06-05T18:00:00Z,217.83943,7.815086
2025-06-05T18:15:00Z,217.62335,8.055271
2025-06-05T18:30:00Z,224.52861,9.909935
2025-06-05T18:45:00Z,216.3972,10.626326
2025-06-05T19:00:00Z,213.89598,10.339648
2025-06-05T19:15:00Z,217.8794,9.322366
2025-06-05T19:30:00Z,214.1081,10.156849
2025-06-05T19:45:00Z,212.33533,9.531791
2025-06-05T20:00:00Z,209.43643,8.668988
2025-06-05T20:15:00Z,209.36736,9.86961
2025-06-05T20:30:00Z,207.85193,10.071407
2025-06-05T20:45:00Z,202.59587,10.468372
2025-06-05T21:00:00Z,201.51663,8.07845
2025-06-05T21:15:00Z,187.76898,8.863949
2025-06-05T21:30:00Z,176.3488,9.042121
2025-06-05T21:45:00Z,174.96005,9.636224
2025-06-05T22:00:00Z,179.06833,10.01006
2025-06-05T22:15:00Z,0,NaN
2025-06-05T22:30:00Z,0,NaN
2025-06-05T22:45:00Z,174.6572,7.479101
2025-06-05T23:00:00Z,178.85428,8.216377
2025-06-05T23:15:00Z,181.17036,6.990632
2025-06-05T23:30:00Z,185.47842,7.5388827
2025-06-05T23:45:00Z,193.31166,7.401584
2025-06-06T00:00:00Z,200.03265,6.142578
2025-06-06T00:15:00Z,261.86423,2.956063
2025-06-06T00:30:00Z,262.71988,2.4704475
2025-06-06T00:45:00Z,284.1562,4.441671
2025-06-06T01:00:00Z,307.50098,3.6750216
2025-06-06T01:15:00Z,353.1779,3.274441
2025-06-06T01:30:00Z,300.03952,1.8900597
2025-06-06T01:45:00Z,201.35432,3.2595372
2025-06-06T02:00:00Z,197.55023,3.2706842
2025-06-06T02:15:00Z,178.19586,1.6381174
2025-06-06T02:30:00Z,242.77173,2.214033
2025-06-06T02:45:00Z,258.37503,4.131804
2025-06-06T03:00:00Z,264.56915,5.4522786
2025-06-06T03:15:00Z,262.1328,4.2421947
2025-06-06T03:30:00Z,245.19882,4.184765
2025-06-06T03:45:00Z,247.07092,4.4146576
2025-06-06T04:00:00Z,294.61023,3.6381164
2025-06-06T04:15:00Z,270.45795,4.3144617
2025-06-06T04:30:00Z,267.67535,5.3867035
2025-06-06T04:45:00Z,268.59637,4.93625
2025-06-06T05:00:00Z,256.2887,5.0543094
2025-06-06T05:15:00Z,229.38394,5.638299
2025-06-06T05:30:00Z,210.67006,6.619033
2025-06-06T05:45:00Z,219.58081,4.5557313
2025-06-06T06:00:00Z,192.04118,3.4380922
2025-06-06T06:15:00Z,192.48204,4.341565
2025-06-06T06:30:00Z,211.23654,2.9001687
2025-06-06T06:45:00Z,255.98279,1.9355049
2025-06-06T07:00:00Z,198.65324,0.88669395
2025-06-06T07:15:00Z,219.80061,3.1251314
2025-06-06T07:30:00Z,228.99016,5.7490387
2025-06-06T07:45:00Z,274.03638,3.5812206
2025-06-06T08:00:00Z,269.23944,4.0301666
2025-06-06T08:15:00Z,270.31604,4.8061867
2025-06-06T08:30:00Z,305.0291,2.5366266
2025-06-06T08:45:00Z,323.40616,1.6557434
2025-06-06T09:00:00Z,37.01486,1.2386576
2025-06-06T09:15:00Z,20.559494,1.4218547
2025-06-06T09:30:00Z,62.794487,1.1754626
2025-06-06T09:45:00Z,123.544334,0.87753624
2025-06-06T10:00:00Z,152.26588,1.0167365
2025-06-06T10:15:00Z,339.47684,1.9037759
2025-06-06T10:30:00Z,330.45114,3.0693042
2025-06-06T10:45:00Z,334.28326,3.009278
2025-06-06T11:00:00Z,23.889645,2.7399933
2025-06-06T11:15:00Z,20.351252,2.4373817
2025-06-06T11:30:00Z,349.36444,1.5004935
2025-06-06T11:45:00Z,30.166843,1.1125467
2025-06-06T12:00:00Z,82.39321,1.4669083
2025-06-06T12:15:00Z,123.21113,2.839734
2025-06-06T12:30:00Z,152.67963,3.028394
2025-06-06T12:45:00Z,159.42833,3.0907066
2025-06-06T13:00:00Z,156.53706,3.5111794
2025-06-06T13:15:00Z,166.24843,3.1790638
2025-06-06T13:30:00Z,192.60559,1.1128484
2025-06-06T13:45:00Z,207.54425,2.117099
2025-06-06T14:00:00Z,218.33954,1.0417255
2025-06-06T14:15:00Z,327.12885,1.0498023
2025-06-06T14:30:00Z,16.425207,2.812307
2025-06-06T14:45:00Z,23.165012,3.5588481
2025-06-06T15:00:00Z,1.4395919,3.4632535
2025-06-06T15:15:00Z,35.97276,3.2404242
2025-06-06T15:30:00Z,69.05814,5.127225
2025-06-06T15:45:00Z,80.55904,5.0655165
2025-06-06T16:00:00Z,85.55783,5.004845
2025-06-06T16:15:00Z,95.04512,6.955186
2025-06-06T16:30:00Z,84.69378,6.28521
2025-06-06T16:45:00Z,82.68969,7.5410657
2025-06-06T17:00:00Z,91.978836,6.939186
2025-06-06T17:15:00Z,73.439804,4.5794954
2025-06-06T17:30:00Z,0,NaN
