wind_direction,wind_speed
305.65753,1.4301689
244.96274,3.5498636
250.80647,5.2215886
283.35532,6.2599664
276.60333,8.173846
285.35208,8.901983
303.78165,6.453141
0,0
0,0
0,0
